text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
水箱是有防水殼的喔,neutral,positive,1.0,1,0.06837,1,0,0,0,防水
"喜歡周杰倫告完白氣球要告你的部分昨天笑過一次,今天還是被逗樂了,這就是互寶盲目的愛嗎",positive,positive,1.0,5,1.897775,4,1,0,0,喜歡 | 告 | 告 | 還是 | 盲目
敲碗~美萍跟李爸 +1,neutral,neutral,0.0,0,0.0,0,0,0,0,
還好先看留言 不然就被白爛到了,negative,negative,0.666667,3,-0.142716,1,2,0,0,還好 | 不然 | 白爛
說真的 網路霸凌真的是越來越多了 我完全搞不懂那些很愛在那邊叫罵的人的心裡到底在想什麼,negative,positive,0.416667,6,0.180072,5,5,2,0,真的是 | 越來越多 | 完全 | 搞不懂 | 很愛 | 叫罵
祝福小象一定成功,positive,positive,1.0,3,1.026638,3,0,0,0,祝福 | 一定 | 成功
"我也哭了___好感人,看你們的頻道已經很多年了,終於開花了",positive,positive,0.929204,5,0.929204,4,1,0,0,哭了 | 好感 | 已經 | 很多 | 終於
厭奶期和長牙喝奶會痛期快來了! 再兩個月 慢慢換成副食品就不會因為餵奶煩惱了! 厭食一陣就換奶 厭奶一陣就換副食品 這樣輪流直到1歲開始慢慢跟大人吃,neutral,positive,0.569737,8,0.569737,3,8,12,0,換成 | 副食 | 不會 | 煩惱 | 厭食 | 副食 | 直到 | 開始
接廣是什麼?,neutral,neutral,0.0,0,0.0,0,0,0,0,
好乖的寶寶,positive,neutral,0.0,0,0.0,0,0,0,0,
可以問一下美萍的小孩是哪個嗎?,neutral,positive,0.5,1,0.15518,2,0,2,0,可以
發現Hook的手蠻抖的要注意健康喔~,positive,positive,1.0,3,0.695899,3,0,0,0,發現 | 要注意 | 健康
"片太少,話太多,沒意思",negative,negative,0.8,2,-0.044841,0,4,1,0,太少 | 沒意思
今天畫面調整中 頻率有點高XDD,positive,positive,1.0,1,0.375538,1,0,0,0,調整
"垃圾問題早已席捲全世界,推薦一部紀錄片《塑料王國》,自己國家處理不了的,還得出口到其他國家,導演甚至因拍片而氯中毒,越來越多孩子在垃圾毒塑堆裡長大的景象,或許已在不久的未來。",negative,negative,1.0,16,-1.131076,10,7,18,0,垃圾 | 問題 | 席捲 | 推薦 | 塑料 | 王國 | 自己 | 處理 | 不了 | 還得 | 出口 | 甚至 | 中毒 | 越來越多 | 垃圾 | 長大
太危險了.小象.拍個影片 沒必要這麼危險.而且 你穿太少了.攀岩也要保護好自己的皮膚好嗎,negative,positive,0.608696,8,0.326827,6,3,14,0,危險 | 必要 | 危險 | 太少 | 攀岩 | 保護 | 自己 | 皮膚
为什么会发生这种事啊 太扯了,negative,neutral,0.0,0,0.0,0,0,0,0,
被一隻小胖差點害死,neutral,neutral,1.0,1,0.0,0,0,4,0,差點
"這部影片的水準真的好細緻、有情感,能夠讓隔著螢幕的我們感受到大家畢業的開心,以及天下沒有不散的宴席。祝福。",positive,positive,1.0,8,1.482943,9,0,9,0,水準 | 細緻 | 能夠 | 感受到 | 畢業 | 開心 | 沒有 | 祝福
"我也是在日本留學讀語言的影像從業者,特別能感同深受~ 謝謝你與這些人們一直以來的所做的一切 謝謝你們",positive,positive,1.0,7,1.231656,16,0,8,2,也是 | 特別 | 深受 | 謝謝 | 一直 | 來的 | 謝謝
"真不習慣台灣人前人後的文化,所以要一堆賤視器監控人民猶如共產黨威權思維,沒有賤視器的暗角卻是骯髒如垃圾場美麗鏡頭的背後卻是隱藏人們不想碰觸的齷齪,天然美麗的海岸竟然還可大剌剌的私人圍堤破壞景觀養殖營利就如夜市佔用馬路擺攤營利搞的地上油膩膩做到三更半夜還領低薪污染道路標線法治形同虛設商家卻是無稅生意管他天空中油煙與車輛排氣味都加入我們的美食中,好在健保依然存在再多的癌病都能醫美哉我台灣罄竹難書",negative,negative,0.57097,30,-0.57097,15,15,23,0,不習慣 | 文化 | 監控 | 猶如 | 威權 | 沒有 | 卻是 | 骯髒 | 垃圾場 | 美麗 | 卻是 | 隱藏 | 不想 | 天然 | 美麗 | 竟然 | 還可 | 破壞 | 馬路 | 油膩 | 做到 | 污染 | 路標 | 形同 | 卻是 | 加入 | 依然 | 存在 | 癌病 | 都能
童話故事都是騙人的這麼難吃也太辛苦了,negative,negative,0.666667,3,-0.221914,2,1,0,0,都是 | 騙人 | 辛苦
"男的帥,女的美,穿搭得體,言談不俗,好想去體會",positive,positive,1.0,3,1.249475,3,0,0,0,得體 | 好想 | 體會
謝謝你,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
8:33 不只不會單手打蛋 還忘記打完一顆就要洗一次手,neutral,negative,0.714286,3,-0.336408,0,2,5,0,不只 | 不會 | 忘記
"​@Traveggo哇,真希望來台北開一間",positive,positive,1.0,1,0.493443,1,0,0,0,真希望
台東土很黏,positive,neutral,0.0,0,0.0,0,0,0,0,
水,positive,neutral,0.0,0,0.0,0,0,0,0,
我的Ariel好美,positive,neutral,0.0,0,0.0,0,0,0,0,
請問~姊妹買買買好逛的那棟樓在哪?,neutral,neutral,0.0,0,0.0,0,0,0,0,
感覺YouTube的演算法有點妙 這部片完全不會出現在我的首頁推薦 變成我需要自己跑到訂閱內容特別找頻道才能找到,neutral,positive,1.0,10,2.049182,14,1,11,0,感覺 | 完全 | 不會 | 出現 | 推薦 | 變成 | 自己 | 特別 | 才能 | 找到
請問塑身褲團購價到什麼時候截止。母親節還有優惠活動嗎,neutral,positive,0.666667,3,0.57745,2,0,4,0,母親 | 還有 | 優惠
好棒的職業 狗狗們超可愛的~ 許願下次看其他的狗狗,positive,positive,1.0,1,0.661129,1,0,0,0,可愛
這頻道變成菲姐了,positive,positive,0.75,1,0.232538,1,0,3,0,變成
"片尾 Eric 说荒岛的椰子比较好喝,不知道是因为有Ian 在的关系。。笑死",neutral,positive,0.5,2,0.093952,2,1,3,0,不知道 | 笑死
無聊、有種娶她,negative,negative,1.0,2,-0.375772,0,2,0,0,無聊 | 有種
不無可能,negative,neutral,0.833333,2,0.0,2,0,10,0,不無 | 可能
今年去台東覺得是個很漂亮空氣很好又很清幽的地方 如果是我 我想要去台東的微型屋體驗看看 享受沒有行程的台東,positive,positive,1.0,6,1.324282,6,0,0,0,覺得 | 很漂亮 | 很好 | 想要 | 享受 | 沒有
"在巴西真的需要时刻注意手机!!! 我上周就在圣保罗大教堂门口,手机被抢了。",neutral,positive,1.0,1,0.295493,1,0,0,0,注意
一期一會!,neutral,neutral,0.0,0,0.0,0,0,0,0,
"網路太神奇了, 為什麼有人會對沒有見過面的人, 有這麼深的惡意?",neutral,positive,0.666667,3,0.313161,2,1,0,0,神奇 | 沒有 | 惡意
恭喜~祝福你們~互相扶持、白頭偕老~,positive,positive,1.0,4,1.215061,3,0,4,0,恭喜 | 祝福 | 互相 | 白頭偕老
我已經離開才發佈的,neutral,negative,0.571429,3,-0.245947,2,1,4,0,已經 | 離開 | 發佈
黑沙海攤不是唯一啦~~~~,neutral,negative,0.706934,2,-0.706934,1,1,0,0,不是 | 唯一
求教 旅拍好用工具 能否推薦一款,neutral,positive,0.7,3,0.019754,7,0,3,0,求教 | 拍好 | 推薦
好喜歡Eric連插播的廣告都不用快轉,positive,positive,0.666667,3,0.609706,1,1,4,0,喜歡 | 廣告 | 不用
"@celineswaytravel 好的谢谢 平常看惯了高frame rate,用8K 30 看起来画面卡卡的(可能是直觉问题) 用4K又怕蒙 下次会试试!",neutral,neutral,0.75,1,0.0,1,0,3,0,可能
"水舞間真的必看,超值得",positive,positive,1.0,1,0.415686,1,0,0,0,值得
"喵喵真的好好好可可可愛愛愛 家有一歲跟四歲孩子的姨姨全程姨母笑! 那個俐落的翻身!那個圓滾滾臉頰肉!那個手收(少諺看來也是蓮藕手愛好者)!喵喵情緒很穩定,健康又乾淨,CC真的把喵喵照顧得很好 祝CC一家都健康又開心,每天幸福滿滿",positive,positive,1.0,17,4.632049,16,0,17,0,可愛 | 翻身 | 滾滾 | 臉頰 | 看來 | 也是 | 愛好 | 情緒 | 很穩 | 健康 | 乾淨 | 照顧 | 很好 | 健康 | 開心 | 幸福 | 滿滿
什麼嘛~演技太爛了吧!,negative,neutral,0.0,0,0.0,0,0,0,0,
印度太危險我絕對不會去聽你介紹就好,negative,negative,0.666667,3,-0.235703,2,1,0,0,危險 | 絕對不會 | 介紹
多蠢才會去相信這種騙人的東西,negative,positive,0.750005,4,0.750005,4,2,4,0,才會 | 相信 | 騙人 | 東西
那~背景音樂除了用原來的 手機裡面只能找影片的檔案嗎?,neutral,positive,0.666667,3,0.370073,2,0,4,0,音樂 | 原來 | 只能
"@adun1943 二戰時的荷蘭相信對自家人的社會制度也不會太用心,都是時間經過一點一點的改善而來的。",neutral,positive,1.0,8,1.195077,8,1,3,2,相信 | 也不會 | 用心 | 都是 | 時間 | 經過 | 改善 | 來的
想去桃園體驗微型屋&最想在微型屋裡做菜,positive,positive,1.0,1,0.26871,1,0,0,0,最想
店家长得真好。祝愿素食情侣早生天才后代。,neutral,positive,1.0,3,1.483712,2,0,5,0,真好 | 素食 | 天才
"這個循環就是牽扯到很多了,台灣人一定看不到車尾燈了",negative,positive,0.583333,5,0.370014,2,3,7,0,牽扯 | 很多 | 一定 | 看不到 | 尾燈
"雪寶&Ian,好可愛喔!",positive,positive,1.0,1,0.661129,1,0,0,0,可愛
日本鄉下很少會有人會在空地亂丟垃圾 台灣則是灌溉渠道跟山谷亂倒垃圾的一堆 現在還有都市營建廢土載到中南部農田亂丟的問題,negative,negative,0.838609,8,-0.838609,3,5,0,0,很少 | 會有 | 會在 | 亂丟垃圾 | 倒垃圾 | 還有 | 亂丟 | 問題
打噴嚏還會轉身打,neutral,positive,1.0,1,0.141044,1,0,0,0,還會
非常受用!!!!謝謝捨令,positive,positive,1.0,3,0.490099,8,0,0,0,非常 | 受用 | 謝謝
警察嗎? 有詐騙集團,negative,neutral,0.0,0,0.0,0,0,0,0,
可能因為我從台北來 台北的冬天更濕冷 剛好來台東的那幾天約莫20度 算是舒服的天氣,positive,positive,0.7,4,0.476906,3,0,7,0,可能 | 約莫 | 算是 | 舒服
"@ritarita7590 謝謝你的留言,也恭喜你抽中微型屋現金券$666 記得填以下表單,按照說明上傳截圖,就會聯絡你啦",neutral,positive,1.0,7,2.072127,12,0,6,0,謝謝 | 恭喜 | 記得 | 按照 | 說明 | 就會 | 聯絡
謝謝收看喔喔喔,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
"恭喜, 有關注這個頻道有一陣子,然後上半年有買到Hao姐姐推薦的清邁巧克力(真的好吃到~), 希望二位生活幸福美滿",positive,positive,1.0,6,2.417009,14,0,0,0,恭喜 | 有關 | 推薦 | 好吃 | 希望 | 幸福美滿
Carving好帥氣 好像在甩尾的感覺,positive,positive,1.0,2,0.970811,2,0,0,0,好像 | 感覺
@許陪 哈哈哈哈怎麼這麼可愛,neutral,positive,1.0,3,0.805489,3,0,0,0,哈哈 | 哈哈 | 可愛
祝福你們幸福美滿!,positive,positive,1.0,2,0.819714,2,0,0,0,祝福 | 幸福美滿
超棒的 讓更多人了解如何幫助 動物,positive,positive,0.857143,4,0.593335,6,0,1,0,超棒 | 更多 | 了解 | 幫助
"@lukelai70很多人會罵,重覆了.. 以前拍過了!...很多人是很嚴格的.",negative,positive,0.574848,3,0.574848,3,0,4,0,很多 | 很多 | 嚴格
這次組合很棒。多拍一些這種照片。,positive,positive,1.0,1,0.055061,1,0,0,0,很棒
看到流眼淚,positive,negative,0.666667,2,-0.294412,1,1,4,0,看到 | 流眼淚
很有溫度的影片!! 敘事的好好!,positive,neutral,1.0,1,0.0,0,0,5,0,溫度
"这女生谈到组屋,有些不正確",negative,negative,0.6,2,-0.055208,1,1,3,0,有些 | 不正確
祝好運!,positive,positive,1.0,1,0.412931,1,0,0,0,好運
有SOLO耶,neutral,neutral,0.0,0,0.0,0,0,0,0,
敲碗小阿姨 一定很精彩,neutral,positive,1.0,2,0.708721,2,0,0,0,一定 | 精彩
恭喜,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
就是我,neutral,neutral,0.0,0,0.0,0,0,0,0,
HOOK今天酒一直漏出來ㄟ 他是不是有偷喝? 你在酷聖石打工嗎,neutral,negative,0.843836,3,-0.843836,1,2,0,0,一直 | 漏出 | 不是
"雙寶好可愛哦,我重看了4次。",positive,positive,1.0,1,0.661129,1,0,0,0,可愛
"瑪芬很幸福,遇到多才多藝的媽媽",positive,positive,0.94002,3,0.94002,3,0,3,0,幸福 | 遇到 | 多才多藝
小象祝妳心想事成 我也是你粉絲 從你走徒步旅遊時我有觀看,positive,positive,0.727273,4,0.592344,3,0,8,0,心想事成 | 也是 | 徒步 | 觀看
你們只是講他們的高福利 但不講他們相對高的失業率等社會問題 就像前些年你們去伊朗 遇到伊朗女孩說她們很幸福 卻不講他們是如何被壓迫,negative,negative,0.363636,8,-0.053403,4,4,3,0,只是 | 福利 | 相對 | 失業率 | 社會問題 | 遇到 | 幸福 | 壓迫
@モカル-y6r 新北有後來很成功唷!政府跟其他機構有跟進這個理念開始效仿希望會越來越多人效仿這個理念!謝謝你的加油!超級暖!,positive,positive,1.0,9,1.821967,15,0,9,0,成功 | 政府 | 跟進 | 開始 | 希望 | 越來越多 | 謝謝 | 加油 | 超級
"喂,今天愚人節耶!騙人的吧?",negative,negative,1.0,2,-0.518829,0,2,0,0,愚人 | 騙人
吃素棒棒的!,positive,neutral,0.0,0,0.0,0,0,0,0,
"香港互粉表示工作到快死的時候,看到互可的影片好開心 (也想到flower 了)",positive,positive,0.721932,4,0.721932,4,0,4,0,表示 | 看到 | 好開心 | 也想
奶露麵包冰冷凍庫也很好吃,neutral,positive,0.8,2,0.442686,1,0,4,0,麵包 | 很好
互寶我來了,positive,neutral,0.0,0,0.0,0,0,0,0,
畫面調整中~~~ 好好笑,positive,positive,1.0,2,0.375538,2,0,0,0,調整 | 好笑
很萌,positive,neutral,0.0,0,0.0,0,0,0,0,
"好久沒看到這麼不知所云的youtuber,蝦蝦飯台灣人都去到爛了還在那邊開箱,根本就是全沖繩最被炒作的一個餐廳,然後吃生魚片那邊看你們根本什麼魚都不知道還敢那邊評論,兩個不懂生魚片的在那邊介紹好不好吃我也是笑到爛,そば本來就可以單指”麵”的意思就硬要在那邊說什麼沖繩蕎麥麵,真的不懂就不用拍這些介紹美食的東西",negative,negative,0.457275,17,-0.457275,11,9,7,0,沒看到 | 不知所云 | 去到 | 根本就 | 炒作 | 根本 | 不知道 | 不懂 | 介紹 | 好不 | 好吃 | 也是 | 就可以 | 不懂 | 不用 | 介紹 | 東西
超愛商務艙開箱系列,positive,neutral,0.0,0,0.0,0,0,0,0,
视频太跳跃,negative,neutral,0.0,0,0.0,0,0,0,0,
"真的很好奇,大家都不做事 只想休假,那些事情要誰做呢? 養出惰性之後,等經濟支撐不了 社會福利減少之後那些人 還有能找回為自己奮鬥的能力嗎?",neutral,positive,1.0,10,1.963949,9,1,6,0,很好 | 只想 | 支撐 | 不了 | 福利 | 減少 | 還有 | 自己 | 奮鬥 | 能力
"天啊,關島的物價太高了!!!",negative,positive,1.0,1,0.256663,1,0,0,0,太高
"您這是台客劇場,所以不只是台灣劇場,所以不管去那您都是台客",neutral,negative,0.798473,3,-0.798473,1,2,0,0,不只是 | 不管 | 都是
恭喜,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
"這系列很痛苦,D真的很狠,完全就是想搞eric,不過只要沒有超虧也是體驗而已",negative,neutral,0.466667,8,-0.03243,5,3,7,0,痛苦 | 完全 | 不過 | 只要 | 沒有 | 虧 | 也是 | 而已
楊楊有當女忍者的天份,positive,neutral,1.0,1,0.0,0,0,4,0,忍者
我覺得他在騙人,negative,positive,0.5,2,0.314888,1,1,0,0,覺得 | 騙人
治安這麼好嗎 門沒鎖窗沒關 比起蟲我更怕萬一有壞人,neutral,negative,0.666667,3,-0.185475,1,2,0,0,這麼好 | 萬一 | 壞人
真的哈哈哈哈哈,positive,positive,1.0,2,0.14436,2,0,0,0,哈哈 | 哈哈
真的好喜歡看你的影片學做菜,positive,positive,1.0,1,0.875,1,0,0,0,喜歡
"太棒了!那裡真的超美,祝你旅途愉快!",positive,positive,1.0,2,0.462589,2,0,0,0,太棒 | 愉快
遲來的祝福生日快樂,positive,positive,0.633642,3,0.633642,2,0,2,2,來的 | 祝福 | 生日快樂
3:30 所以加蛋加5分鐘 到底什麼意思?,neutral,neutral,0.0,0,0.0,0,0,0,0,
畢業典禮好歡樂 回台灣好開心又好難過,positive,positive,0.800923,5,0.800923,2,3,9,0,畢業 | 典禮 | 歡樂 | 好開心 | 難過
許願大姐跟恩恩一起比,neutral,neutral,0.0,0,0.0,0,0,0,0,
大家都平安順利,positive,positive,1.0,2,0.809098,2,0,0,0,平安 | 順利
想詢問炸雞乾粉跟濕粉的用的粉的量分別是多少呢? 看完很想DIY XD,neutral,positive,1.0,1,0.176112,1,0,0,0,很想
大马铁粉 +1,neutral,neutral,0.0,0,0.0,0,0,0,0,
My muffy,positive,neutral,0.0,0,0.0,0,0,0,0,
@衛生紙-i2u 沒有j小姐就是爽,negative,positive,0.666667,3,0.058342,2,0,4,0,衛生 | 沒有 | 小姐
@秦文茹 他們家的食材都很天然啊!辣度什麼有要調整都可以溝通喔,positive,positive,1.0,4,1.088658,7,0,4,0,天然 | 調整 | 都可以 | 溝通
感謝收看,positive,positive,1.0,1,0.429697,1,0,0,0,感謝
"做的很精致,日语也进步很快,素晴らしい",positive,positive,1.0,2,1.042309,5,0,0,1,精致 | 很快
"台南人認真不會去吃那間土魠魚羹,反而會吃隔壁的無名虱目魚,土魠魚羹在地台南人反而吃公園路跟公園南路十字路口的公園口紅燒土魠魚羹",neutral,negative,0.627204,5,-0.627204,5,4,0,0,認真 | 不會 | 反而 | 無名 | 反而
"喜歡紐屁屁小隊!!!可以重複看兩三次都不會覺得無聊的組合,開局就送歡樂大禮包直接笑爛。",negative,positive,1.0,8,2.459285,7,2,2,0,喜歡 | 可以 | 不會 | 覺得 | 無聊 | 歡樂 | 大禮 | 直接
叫小阿姨也一起来啦 肯定要平反一下的啊,neutral,positive,1.0,1,0.40218,1,0,0,0,肯定
嗡麻尼唄美吽,positive,neutral,0.0,0,0.0,0,0,0,0,
謝謝安爺,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
"當留學生去玩玩可以,真正要融入他們社會跟接受他們的稅制又是另外一回事",neutral,positive,1.0,6,1.00518,6,0,7,0,可以 | 真正 | 融入 | 接受 | 稅制 | 又是
Eric 谢谢 Such a great energy! 目不暇给,positive,neutral,0.0,0,0.0,0,0,0,0,
恭喜你們!!~,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
覺得互可在吃完第一個漢堡餐後就已經醉了,neutral,positive,1.0,3,0.619225,3,0,0,0,覺得 | 第一個 | 已經
"這種「免費導覽(Free Tour)」的模式在歐洲非常普遍,而且他們通常會給導遊每人約12到15美元的小費,而不是整個團一起給。",neutral,negative,0.777778,5,-0.102981,7,1,1,0,免費 | 非常 | 普遍 | 通常 | 而不是
祝小象 一切順利 求子成功,positive,positive,1.0,2,0.503459,2,0,0,0,順利 | 成功
我们有同款小红帽。很遗憾没有在狂欢节碰到Eric。,positive,neutral,0.0,0,0.0,0,0,0,0,
"很用心拍攝的影片與實際環保之旅,給這些環保鬥士一個大大的讚! 身體若有100處潰瘍、膿包及惡性腫瘤,要如何處置呢? 1.動刀割除的初步急救方式是最快的,如同焚化爐的作用。 2.吃特效藥、擦外敷藥水、人工皮等,如同源頭減量、垃圾隨袋徵收。 3.中醫調理、針灸、營養品、物理治療等,如同資源回收再利用。 別忘了,民生垃圾只占總垃圾量一部分,另外資源垃圾、漁業廢棄物、事業廢棄物等,也佔了很大比例。 與其長期露天掩埋垃圾,任憑垃圾汙染空氣、水源,製造蟑螂、老鼠、病毒溫床,且長久無法處置,有時沼氣堆積還會引發火災,為何不先經由符合環保標準程序的焚化方式解燃眉之急,再由垃圾發電盈餘基金推動隨袋徵收政策與資源再利用工廠! 要人民改正隨手亂丟垃圾的習慣,非常理想化,看看風景名勝地區及海邊就知道多難(有時連垃圾桶都沒有),台灣環境需要大家共同維護,也需要連結眾人之力,集思廣益找出有經濟利益又接地氣的環保方案,才能永續發展!",negative,positive,0.752591,71,0.752591,44,30,45,0,很用心 | 實際 | 鬥士 | 身體 | 潰瘍 | 惡性腫瘤 | 處置 | 刀割 | 初步 | 最快 | 如同 | 焚化 | 如同 | 減量 | 垃圾 | 徵收 | 調理 | 營養 | 治療 | 如同 | 資源 | 利用 | 忘了 | 垃圾 | 垃圾 | 資源 | 垃圾 | 廢棄 | 廢棄 | 佔了 | 很大 | 長期 | 掩埋 | 垃圾 | 任憑 | 垃圾 | 汙染 | 製造 | 病毒 | 無法 | 處置 | 還會 | 引發 | 火災 | 何不 | 符合 | 標準 | 焚化 | 燃眉之急 | 垃圾 | 盈餘 | 推動 | 徵收 | 資源 | 利用 | 亂丟垃圾 | 習慣 | 非常 | 理想化 | 知道 | 垃圾 | 都沒有 | 要大 | 共同 | 維護 | 連結 | 集思廣益 | 找出 | 利益 | 才能 | 永續發展
